Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_24 hours""))",Chrome 110.0.0.0,,,2023-02-11 18:46:48,2023-02-11 18:46:48,0.263s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 110.0.0.0,,,2023-02-11 18:46:48,2023-02-11 18:46:48,0.253s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:46:48,2023-02-11 18:46:48,0.174s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 110.0.0.0,,,2023-02-11 18:46:48,2023-02-11 18:46:49,0.350s,PASSED
switchToWindowIndex(1),Chrome 110.0.0.0,,,2023-02-11 18:46:49,2023-02-11 18:46:49,0.060s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Cancel""))",Chrome 110.0.0.0,,,2023-02-11 18:46:49,2023-02-11 18:46:50,1.332s,PASSED
switchToWindowIndex(0),Chrome 110.0.0.0,,,2023-02-11 18:46:50,2023-02-11 18:46:50,0.052s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-02-11 18:46:50,2023-02-11 18:46:51,1.083s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-02-11 18:46:51,2023-02-11 18:46:51,0.001s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Fixed Price/Sell_Fixed Price_Cancel_3 days,Chrome 110.0.0.0,,,2023-02-11 18:46:51,2023-02-11 18:47:04,12.422s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-02-11 18:46:51,2023-02-11 18:46:51,0.001s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-11 18:46:52,2023-02-11 18:46:55,3.810s,PASSED
navigateToUrl(MKP_url),Chrome 110.0.0.0,,,2023-02-11 18:46:55,2023-02-11 18:46:58,2.330s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:46:58,2023-02-11 18:46:58,0.466s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 110.0.0.0,,,2023-02-11 18:46:58,2023-02-11 18:46:59,0.248s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 110.0.0.0,,,2023-02-11 18:46:59,2023-02-11 18:46:59,0.183s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 110.0.0.0,,,2023-02-11 18:46:59,2023-02-11 18:46:59,0.432s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 110.0.0.0,,,2023-02-11 18:46:59,2023-02-11 18:46:59,0.338s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Fixed Price""))",Chrome 110.0.0.0,,,2023-02-11 18:46:59,2023-02-11 18:47:00,0.592s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_fixed-price-amount""), priceToSell)",Chrome 110.0.0.0,,,2023-02-11 18:47:00,2023-02-11 18:47:00,0.254s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 110.0.0.0,,,2023-02-11 18:47:00,2023-02-11 18:47:00,0.163s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 110.0.0.0,,,2023-02-11 18:47:00,2023-02-11 18:47:01,0.143s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_fixed-price-duration""))",Chrome 110.0.0.0,,,2023-02-11 18:47:01,2023-02-11 18:47:01,0.228s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 110.0.0.0,,,2023-02-11 18:47:01,2023-02-11 18:47:01,0.175s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_3 days""))",Chrome 110.0.0.0,,,2023-02-11 18:47:01,2023-02-11 18:47:01,0.182s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 110.0.0.0,,,2023-02-11 18:47:01,2023-02-11 18:47:01,0.143s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:47:01,2023-02-11 18:47:01,0.133s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 110.0.0.0,,,2023-02-11 18:47:01,2023-02-11 18:47:02,0.209s,PASSED
switchToWindowIndex(1),Chrome 110.0.0.0,,,2023-02-11 18:47:02,2023-02-11 18:47:02,0.032s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Cancel""))",Chrome 110.0.0.0,,,2023-02-11 18:47:02,2023-02-11 18:47:03,0.953s,PASSED
switchToWindowIndex(0),Chrome 110.0.0.0,,,2023-02-11 18:47:03,2023-02-11 18:47:03,0.039s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-02-11 18:47:03,2023-02-11 18:47:04,0.823s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-02-11 18:47:04,2023-02-11 18:47:04,0.000s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Fixed Price/Sell_Fixed Price_Cancel_3 days_Private Listing_Add Member,Chrome 110.0.0.0,,,2023-02-11 18:47:04,2023-02-11 18:47:46,42.910s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-02-11 18:47:04,2023-02-11 18:47:04,0.001s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-11 18:47:04,2023-02-11 18:47:07,3.483s,PASSED
navigateToUrl(MKP_url),Chrome 110.0.0.0,,,2023-02-11 18:47:07,2023-02-11 18:47:10,2.249s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:10,2023-02-11 18:47:12,2.023s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:47:12,2023-02-11 18:47:12,0.097s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 110.0.0.0,,,2023-02-11 18:47:12,2023-02-11 18:47:12,0.184s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:12,2023-02-11 18:47:14,2.004s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 110.0.0.0,,,2023-02-11 18:47:14,2023-02-11 18:47:14,0.137s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:14,2023-02-11 18:47:16,2.012s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 110.0.0.0,,,2023-02-11 18:47:16,2023-02-11 18:47:16,0.149s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:16,2023-02-11 18:47:18,2.013s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 110.0.0.0,,,2023-02-11 18:47:18,2023-02-11 18:47:18,0.140s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:18,2023-02-11 18:47:20,2.009s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Fixed Price""))",Chrome 110.0.0.0,,,2023-02-11 18:47:20,2023-02-11 18:47:21,0.127s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:21,2023-02-11 18:47:23,2.016s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_fixed-price-amount""), priceToSell)",Chrome 110.0.0.0,,,2023-02-11 18:47:23,2023-02-11 18:47:23,0.220s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:23,2023-02-11 18:47:25,2.015s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 110.0.0.0,,,2023-02-11 18:47:25,2023-02-11 18:47:25,0.134s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:25,2023-02-11 18:47:27,2.015s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Manage member""))",Chrome 110.0.0.0,,,2023-02-11 18:47:27,2023-02-11 18:47:27,0.155s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:27,2023-02-11 18:47:29,2.007s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_Wallet Address or Username""), ""lamldt"")",Chrome 110.0.0.0,,,2023-02-11 18:47:29,2023-02-11 18:47:29,0.252s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:29,2023-02-11 18:47:31,2.010s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Add member""))",Chrome 110.0.0.0,,,2023-02-11 18:47:31,2023-02-11 18:47:32,0.160s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:32,2023-02-11 18:47:34,2.006s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Done""))",Chrome 110.0.0.0,,,2023-02-11 18:47:34,2023-02-11 18:47:34,0.129s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:34,2023-02-11 18:47:36,2.002s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_fixed-price-duration""))",Chrome 110.0.0.0,,,2023-02-11 18:47:36,2023-02-11 18:47:36,0.217s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:36,2023-02-11 18:47:38,2.009s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 110.0.0.0,,,2023-02-11 18:47:38,2023-02-11 18:47:38,0.140s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:38,2023-02-11 18:47:40,2.012s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_3 days""))",Chrome 110.0.0.0,,,2023-02-11 18:47:40,2023-02-11 18:47:40,0.162s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:40,2023-02-11 18:47:42,2.012s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 110.0.0.0,,,2023-02-11 18:47:42,2023-02-11 18:47:42,0.155s,PASSED
delay(globalDelayTime),Chrome 110.0.0.0,,,2023-02-11 18:47:42,2023-02-11 18:47:44,2.012s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:47:44,2023-02-11 18:47:45,0.090s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 110.0.0.0,,,2023-02-11 18:47:45,2023-02-11 18:47:45,0.219s,PASSED
switchToWindowIndex(1),Chrome 110.0.0.0,,,2023-02-11 18:47:45,2023-02-11 18:47:45,0.038s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Cancel""))",Chrome 110.0.0.0,,,2023-02-11 18:47:45,2023-02-11 18:47:46,0.806s,PASSED
switchToWindowIndex(0),Chrome 110.0.0.0,,,2023-02-11 18:47:46,2023-02-11 18:47:46,0.035s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-02-11 18:47:46,2023-02-11 18:47:46,0.803s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-02-11 18:47:46,2023-02-11 18:47:46,0.000s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Fixed Price/Sell_Fixed Price_Cancel_30 days,Chrome 110.0.0.0,,,2023-02-11 18:47:46,2023-02-11 18:48:01,14.516s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-02-11 18:47:46,2023-02-11 18:47:46,0.000s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-11 18:47:47,2023-02-11 18:47:50,3.466s,PASSED
navigateToUrl(MKP_url),Chrome 110.0.0.0,,,2023-02-11 18:47:50,2023-02-11 18:47:56,5.325s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:47:56,2023-02-11 18:47:56,0.105s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 110.0.0.0,,,2023-02-11 18:47:56,2023-02-11 18:47:56,0.207s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 110.0.0.0,,,2023-02-11 18:47:56,2023-02-11 18:47:56,0.282s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 110.0.0.0,,,2023-02-11 18:47:56,2023-02-11 18:47:56,0.314s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 110.0.0.0,,,2023-02-11 18:47:56,2023-02-11 18:47:57,0.380s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Fixed Price""))",Chrome 110.0.0.0,,,2023-02-11 18:47:57,2023-02-11 18:47:58,0.713s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_fixed-price-amount""), priceToSell)",Chrome 110.0.0.0,,,2023-02-11 18:47:58,2023-02-11 18:47:58,0.236s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 110.0.0.0,,,2023-02-11 18:47:58,2023-02-11 18:47:58,0.163s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 110.0.0.0,,,2023-02-11 18:47:58,2023-02-11 18:47:58,0.138s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_fixed-price-duration""))",Chrome 110.0.0.0,,,2023-02-11 18:47:58,2023-02-11 18:47:58,0.236s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 110.0.0.0,,,2023-02-11 18:47:58,2023-02-11 18:47:58,0.164s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_3 days""))",Chrome 110.0.0.0,,,2023-02-11 18:47:58,2023-02-11 18:47:59,0.198s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 110.0.0.0,,,2023-02-11 18:47:59,2023-02-11 18:47:59,0.153s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:47:59,2023-02-11 18:47:59,0.118s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 110.0.0.0,,,2023-02-11 18:47:59,2023-02-11 18:47:59,0.182s,PASSED
switchToWindowIndex(1),Chrome 110.0.0.0,,,2023-02-11 18:47:59,2023-02-11 18:47:59,0.038s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Cancel""))",Chrome 110.0.0.0,,,2023-02-11 18:47:59,2023-02-11 18:48:00,0.968s,PASSED
switchToWindowIndex(0),Chrome 110.0.0.0,,,2023-02-11 18:48:00,2023-02-11 18:48:00,0.045s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-02-11 18:48:00,2023-02-11 18:48:01,0.825s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-02-11 18:48:01,2023-02-11 18:48:01,0.000s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Fixed Price/Sell_Fixed Price_Cancel_7 days,Chrome 110.0.0.0,,,2023-02-11 18:48:01,2023-02-11 18:48:12,11.473s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-02-11 18:48:01,2023-02-11 18:48:01,0.001s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-11 18:48:01,2023-02-11 18:48:04,3.157s,PASSED
navigateToUrl(MKP_url),Chrome 110.0.0.0,,,2023-02-11 18:48:04,2023-02-11 18:48:07,2.685s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 110.0.0.0,,,2023-02-11 18:48:07,2023-02-11 18:48:07,0.417s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 110.0.0.0,,,2023-02-11 18:48:07,2023-02-11 18:48:08,0.143s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 110.0.0.0,,,2023-02-11 18:48:08,2023-02-11 18:48:08,0.427s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 110.0.0.0,,,2023-02-11 18:48:08,2023-02-11 18:48:08,0.379s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Fixed Price""))",Chrome 110.0.0.0,,,2023-02-11 18:48:08,2023-02-11 18:48:09,0.640s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_fixed-price-amount""), priceToSell)",Chrome 110.0.0.0,,,2023-02-11 18:48:09,2023-02-11 18:48:09,0.226s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 110.0.0.0,,,2023-02-11 18:48:09,2023-02-11 18:48:09,0.175s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 110.0.0.0,,,2023-02-11 18:48:09,2023-02-11 18:48:10,0.136s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_fixed-price-duration""))",Chrome 110.0.0.0,,,2023-02-11 18:48:10,2023-02-11 18:48:10,0.214s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 110.0.0.0,,,2023-02-11 18:48:10,2023-02-11 18:48:10,0.159s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_7 days""))",Chrome 110.0.0.0,,,2023-02-11 18:48:10,2023-02-11 18:48:10,0.167s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 110.0.0.0,,,2023-02-11 18:48:10,2023-02-11 18:48:10,0.162s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:48:10,2023-02-11 18:48:10,0.118s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 110.0.0.0,,,2023-02-11 18:48:10,2023-02-11 18:48:11,0.201s,PASSED
switchToWindowIndex(1),Chrome 110.0.0.0,,,2023-02-11 18:48:11,2023-02-11 18:48:11,0.036s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Cancel""))",Chrome 110.0.0.0,,,2023-02-11 18:48:11,2023-02-11 18:48:12,0.939s,PASSED
switchToWindowIndex(0),Chrome 110.0.0.0,,,2023-02-11 18:48:12,2023-02-11 18:48:12,0.037s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-02-11 18:48:12,2023-02-11 18:48:12,0.825s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-02-11 18:48:12,2023-02-11 18:48:12,0.000s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Fixed Price/Sell_Fixed Price_Cancel_90 days,Chrome 110.0.0.0,,,2023-02-11 18:48:12,2023-02-11 18:48:24,11.262s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-02-11 18:48:12,2023-02-11 18:48:12,0.001s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-11 18:48:13,2023-02-11 18:48:16,3.613s,PASSED
navigateToUrl(MKP_url),Chrome 110.0.0.0,,,2023-02-11 18:48:16,2023-02-11 18:48:18,1.850s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:48:18,2023-02-11 18:48:18,0.299s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 110.0.0.0,,,2023-02-11 18:48:18,2023-02-11 18:48:19,0.438s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 110.0.0.0,,,2023-02-11 18:48:19,2023-02-11 18:48:19,0.148s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 110.0.0.0,,,2023-02-11 18:48:19,2023-02-11 18:48:19,0.435s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 110.0.0.0,,,2023-02-11 18:48:19,2023-02-11 18:48:20,0.365s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Fixed Price""))",Chrome 110.0.0.0,,,2023-02-11 18:48:20,2023-02-11 18:48:21,0.708s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_fixed-price-amount""), priceToSell)",Chrome 110.0.0.0,,,2023-02-11 18:48:21,2023-02-11 18:48:21,0.207s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 110.0.0.0,,,2023-02-11 18:48:21,2023-02-11 18:48:21,0.135s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 110.0.0.0,,,2023-02-11 18:48:21,2023-02-11 18:48:21,0.113s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_fixed-price-duration""))",Chrome 110.0.0.0,,,2023-02-11 18:48:21,2023-02-11 18:48:21,0.213s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 110.0.0.0,,,2023-02-11 18:48:21,2023-02-11 18:48:21,0.159s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_90 days""))",Chrome 110.0.0.0,,,2023-02-11 18:48:21,2023-02-11 18:48:22,0.164s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 110.0.0.0,,,2023-02-11 18:48:22,2023-02-11 18:48:22,0.168s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:48:22,2023-02-11 18:48:22,0.117s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 110.0.0.0,,,2023-02-11 18:48:22,2023-02-11 18:48:22,0.218s,PASSED
switchToWindowIndex(1),Chrome 110.0.0.0,,,2023-02-11 18:48:22,2023-02-11 18:48:22,0.031s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Cancel""))",Chrome 110.0.0.0,,,2023-02-11 18:48:22,2023-02-11 18:48:23,0.798s,PASSED
switchToWindowIndex(0),Chrome 110.0.0.0,,,2023-02-11 18:48:23,2023-02-11 18:48:23,0.041s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-02-11 18:48:23,2023-02-11 18:48:24,0.838s,PASSED
Start listener action : sampleAfterTestCase,Chrome 110.0.0.0,,,2023-02-11 18:48:24,2023-02-11 18:48:24,0.001s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Fixed Price/Sell_Fixed Price_Cancel_Set Full,Chrome 110.0.0.0,,,2023-02-11 18:48:24,2023-02-11 18:48:38,14.642s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 110.0.0.0,,,2023-02-11 18:48:24,2023-02-11 18:48:24,0.000s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-11 18:48:24,2023-02-11 18:48:27,3.378s,PASSED
navigateToUrl(MKP_url),Chrome 110.0.0.0,,,2023-02-11 18:48:27,2023-02-11 18:48:32,4.902s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 110.0.0.0,,,2023-02-11 18:48:32,2023-02-11 18:48:32,0.118s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 110.0.0.0,,,2023-02-11 18:48:32,2023-02-11 18:48:33,0.199s,PASSED
