Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""1.MKP/Sell/button_Close_Popup""))",Chrome 108.0.0.0,,,2023-01-03 10:11:36,2023-01-03 10:11:36,0.289s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2023-01-03 10:11:36,2023-01-03 10:11:37,0.923s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-01-03 10:11:37,2023-01-03 10:11:37,0.001s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Timed Auction/Sell_Timed Auction_Cancel_24 hours,Chrome 108.0.0.0,,,2023-01-03 10:11:37,2023-01-03 10:11:50,12.778s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-01-03 10:11:37,2023-01-03 10:11:37,0.002s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-03 10:11:38,2023-01-03 10:11:40,2.628s,PASSED
navigateToUrl(MKP_url),Chrome 108.0.0.0,,,2023-01-03 10:11:40,2023-01-03 10:11:41,0.672s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:11:41,2023-01-03 10:11:42,0.646s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 108.0.0.0,,,2023-01-03 10:11:42,2023-01-03 10:11:42,0.620s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 108.0.0.0,,,2023-01-03 10:11:42,2023-01-03 10:11:43,0.295s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 108.0.0.0,,,2023-01-03 10:11:43,2023-01-03 10:11:43,0.686s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 108.0.0.0,,,2023-01-03 10:11:43,2023-01-03 10:11:44,0.499s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Timed Auction""))",Chrome 108.0.0.0,,,2023-01-03 10:11:44,2023-01-03 10:11:45,0.984s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_price-amount""), priceToSell)",Chrome 108.0.0.0,,,2023-01-03 10:11:45,2023-01-03 10:11:45,0.424s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:11:45,2023-01-03 10:11:46,0.282s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:11:46,2023-01-03 10:11:46,0.261s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:11:46,2023-01-03 10:11:46,0.281s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:11:46,2023-01-03 10:11:46,0.268s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Method""))",Chrome 108.0.0.0,,,2023-01-03 10:11:46,2023-01-03 10:11:47,0.278s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Sell to the highest bidder""))",Chrome 108.0.0.0,,,2023-01-03 10:11:47,2023-01-03 10:11:47,0.290s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_timed-auction-duration""))",Chrome 108.0.0.0,,,2023-01-03 10:11:47,2023-01-03 10:11:47,0.368s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 108.0.0.0,,,2023-01-03 10:11:47,2023-01-03 10:11:48,0.309s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_24 hours""))",Chrome 108.0.0.0,,,2023-01-03 10:11:48,2023-01-03 10:11:48,0.323s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 108.0.0.0,,,2023-01-03 10:11:48,2023-01-03 10:11:48,0.267s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:11:48,2023-01-03 10:11:48,0.186s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 108.0.0.0,,,2023-01-03 10:11:48,2023-01-03 10:11:49,0.318s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Close_Popup""))",Chrome 108.0.0.0,,,2023-01-03 10:11:49,2023-01-03 10:11:49,0.314s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2023-01-03 10:11:49,2023-01-03 10:11:50,0.933s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-01-03 10:11:50,2023-01-03 10:11:50,0.001s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Timed Auction/Sell_Timed Auction_Cancel_24 hours_Private Listing_Add Member,Chrome 108.0.0.0,,,2023-01-03 10:11:50,2023-01-03 10:12:04,14.104s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-01-03 10:11:50,2023-01-03 10:11:50,0.001s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-03 10:11:51,2023-01-03 10:11:53,2.327s,PASSED
navigateToUrl(MKP_url),Chrome 108.0.0.0,,,2023-01-03 10:11:53,2023-01-03 10:11:54,0.932s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:11:54,2023-01-03 10:11:55,0.917s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 108.0.0.0,,,2023-01-03 10:11:55,2023-01-03 10:11:56,1.057s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 108.0.0.0,,,2023-01-03 10:11:56,2023-01-03 10:11:56,0.265s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 108.0.0.0,,,2023-01-03 10:11:56,2023-01-03 10:11:57,0.481s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 108.0.0.0,,,2023-01-03 10:11:57,2023-01-03 10:11:57,0.549s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Timed Auction""))",Chrome 108.0.0.0,,,2023-01-03 10:11:57,2023-01-03 10:11:58,0.731s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Method""))",Chrome 108.0.0.0,,,2023-01-03 10:11:58,2023-01-03 10:11:58,0.265s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Sell to the highest bidder""))",Chrome 108.0.0.0,,,2023-01-03 10:11:58,2023-01-03 10:11:58,0.245s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_timed-auction-duration""))",Chrome 108.0.0.0,,,2023-01-03 10:11:58,2023-01-03 10:11:59,0.340s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 108.0.0.0,,,2023-01-03 10:11:59,2023-01-03 10:11:59,0.304s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_24 hours""))",Chrome 108.0.0.0,,,2023-01-03 10:11:59,2023-01-03 10:11:59,0.304s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 108.0.0.0,,,2023-01-03 10:11:59,2023-01-03 10:12:00,0.277s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_price-amount""), priceToSell)",Chrome 108.0.0.0,,,2023-01-03 10:12:00,2023-01-03 10:12:00,0.478s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:12:00,2023-01-03 10:12:00,0.287s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:12:00,2023-01-03 10:12:01,0.272s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:12:01,2023-01-03 10:12:01,0.286s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Manage member""))",Chrome 108.0.0.0,,,2023-01-03 10:12:01,2023-01-03 10:12:01,0.282s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_Wallet Address or Username""), ""lamldt"")",Chrome 108.0.0.0,,,2023-01-03 10:12:01,2023-01-03 10:12:02,0.515s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Add member""))",Chrome 108.0.0.0,,,2023-01-03 10:12:02,2023-01-03 10:12:02,0.285s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Done""))",Chrome 108.0.0.0,,,2023-01-03 10:12:02,2023-01-03 10:12:02,0.307s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:12:02,2023-01-03 10:12:02,0.208s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 108.0.0.0,,,2023-01-03 10:12:02,2023-01-03 10:12:03,0.294s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Close_Popup""))",Chrome 108.0.0.0,,,2023-01-03 10:12:03,2023-01-03 10:12:03,0.291s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2023-01-03 10:12:03,2023-01-03 10:12:04,0.931s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-01-03 10:12:04,2023-01-03 10:12:04,0.001s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Timed Auction/Sell_Timed Auction_Cancel_3 days,Chrome 108.0.0.0,,,2023-01-03 10:12:04,2023-01-03 10:12:18,13.619s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-01-03 10:12:04,2023-01-03 10:12:04,0.001s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-03 10:12:05,2023-01-03 10:12:08,3.178s,PASSED
navigateToUrl(MKP_url),Chrome 108.0.0.0,,,2023-01-03 10:12:08,2023-01-03 10:12:09,1.243s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:12:09,2023-01-03 10:12:10,0.715s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 108.0.0.0,,,2023-01-03 10:12:10,2023-01-03 10:12:10,0.372s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 108.0.0.0,,,2023-01-03 10:12:10,2023-01-03 10:12:11,0.436s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 108.0.0.0,,,2023-01-03 10:12:11,2023-01-03 10:12:11,0.573s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 108.0.0.0,,,2023-01-03 10:12:11,2023-01-03 10:12:12,0.511s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Timed Auction""))",Chrome 108.0.0.0,,,2023-01-03 10:12:12,2023-01-03 10:12:12,0.754s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_price-amount""), priceToSell)",Chrome 108.0.0.0,,,2023-01-03 10:12:12,2023-01-03 10:12:13,0.439s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:12:13,2023-01-03 10:12:13,0.279s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:12:13,2023-01-03 10:12:13,0.291s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:12:13,2023-01-03 10:12:14,0.312s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:12:14,2023-01-03 10:12:14,0.271s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Method""))",Chrome 108.0.0.0,,,2023-01-03 10:12:14,2023-01-03 10:12:14,0.281s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Sell to the highest bidder""))",Chrome 108.0.0.0,,,2023-01-03 10:12:14,2023-01-03 10:12:15,0.279s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_timed-auction-duration""))",Chrome 108.0.0.0,,,2023-01-03 10:12:15,2023-01-03 10:12:15,0.359s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 108.0.0.0,,,2023-01-03 10:12:15,2023-01-03 10:12:15,0.283s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_3 days""))",Chrome 108.0.0.0,,,2023-01-03 10:12:15,2023-01-03 10:12:16,0.331s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 108.0.0.0,,,2023-01-03 10:12:16,2023-01-03 10:12:16,0.370s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:12:16,2023-01-03 10:12:16,0.170s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 108.0.0.0,,,2023-01-03 10:12:16,2023-01-03 10:12:16,0.302s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Close_Popup""))",Chrome 108.0.0.0,,,2023-01-03 10:12:16,2023-01-03 10:12:17,0.282s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2023-01-03 10:12:17,2023-01-03 10:12:18,0.905s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-01-03 10:12:18,2023-01-03 10:12:18,0.001s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Timed Auction/Sell_Timed Auction_Cancel_30 days,Chrome 108.0.0.0,,,2023-01-03 10:12:18,2023-01-03 10:12:32,14.353s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-01-03 10:12:18,2023-01-03 10:12:18,0.001s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-03 10:12:18,2023-01-03 10:12:21,2.307s,PASSED
navigateToUrl(MKP_url),Chrome 108.0.0.0,,,2023-01-03 10:12:21,2023-01-03 10:12:22,1.374s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:12:22,2023-01-03 10:12:23,0.754s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 108.0.0.0,,,2023-01-03 10:12:23,2023-01-03 10:12:24,0.907s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 108.0.0.0,,,2023-01-03 10:12:24,2023-01-03 10:12:24,0.647s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 108.0.0.0,,,2023-01-03 10:12:24,2023-01-03 10:12:25,0.743s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 108.0.0.0,,,2023-01-03 10:12:25,2023-01-03 10:12:25,0.473s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Timed Auction""))",Chrome 108.0.0.0,,,2023-01-03 10:12:25,2023-01-03 10:12:27,1.552s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_price-amount""), priceToSell)",Chrome 108.0.0.0,,,2023-01-03 10:12:27,2023-01-03 10:12:27,0.427s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:12:27,2023-01-03 10:12:28,0.282s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:12:28,2023-01-03 10:12:28,0.264s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:12:28,2023-01-03 10:12:28,0.313s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:12:28,2023-01-03 10:12:29,0.246s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Method""))",Chrome 108.0.0.0,,,2023-01-03 10:12:29,2023-01-03 10:12:29,0.262s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Sell to the highest bidder""))",Chrome 108.0.0.0,,,2023-01-03 10:12:29,2023-01-03 10:12:29,0.295s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_timed-auction-duration""))",Chrome 108.0.0.0,,,2023-01-03 10:12:29,2023-01-03 10:12:29,0.345s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 108.0.0.0,,,2023-01-03 10:12:29,2023-01-03 10:12:30,0.297s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_3 days""))",Chrome 108.0.0.0,,,2023-01-03 10:12:30,2023-01-03 10:12:30,0.324s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 108.0.0.0,,,2023-01-03 10:12:30,2023-01-03 10:12:30,0.364s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:12:30,2023-01-03 10:12:31,0.142s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 108.0.0.0,,,2023-01-03 10:12:31,2023-01-03 10:12:31,0.321s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Close_Popup""))",Chrome 108.0.0.0,,,2023-01-03 10:12:31,2023-01-03 10:12:31,0.247s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2023-01-03 10:12:31,2023-01-03 10:12:32,0.838s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-01-03 10:12:32,2023-01-03 10:12:32,0.001s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Timed Auction/Sell_Timed Auction_Cancel_7 days,Chrome 108.0.0.0,,,2023-01-03 10:12:32,2023-01-03 10:12:46,14.049s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-01-03 10:12:32,2023-01-03 10:12:32,0.001s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-03 10:12:33,2023-01-03 10:12:37,4.281s,PASSED
navigateToUrl(MKP_url),Chrome 108.0.0.0,,,2023-01-03 10:12:37,2023-01-03 10:12:38,1.018s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:12:38,2023-01-03 10:12:39,0.643s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 108.0.0.0,,,2023-01-03 10:12:39,2023-01-03 10:12:39,0.389s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 108.0.0.0,,,2023-01-03 10:12:39,2023-01-03 10:12:39,0.385s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 108.0.0.0,,,2023-01-03 10:12:39,2023-01-03 10:12:40,0.564s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 108.0.0.0,,,2023-01-03 10:12:40,2023-01-03 10:12:40,0.484s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Timed Auction""))",Chrome 108.0.0.0,,,2023-01-03 10:12:40,2023-01-03 10:12:41,0.626s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_price-amount""), priceToSell)",Chrome 108.0.0.0,,,2023-01-03 10:12:41,2023-01-03 10:12:41,0.418s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:12:41,2023-01-03 10:12:42,0.276s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:12:42,2023-01-03 10:12:42,0.280s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:12:42,2023-01-03 10:12:42,0.286s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:12:42,2023-01-03 10:12:43,0.266s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Method""))",Chrome 108.0.0.0,,,2023-01-03 10:12:43,2023-01-03 10:12:43,0.272s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Sell to the highest bidder""))",Chrome 108.0.0.0,,,2023-01-03 10:12:43,2023-01-03 10:12:43,0.261s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_timed-auction-duration""))",Chrome 108.0.0.0,,,2023-01-03 10:12:43,2023-01-03 10:12:43,0.383s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 108.0.0.0,,,2023-01-03 10:12:43,2023-01-03 10:12:44,0.332s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_7 days""))",Chrome 108.0.0.0,,,2023-01-03 10:12:44,2023-01-03 10:12:44,0.309s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 108.0.0.0,,,2023-01-03 10:12:44,2023-01-03 10:12:44,0.297s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:12:44,2023-01-03 10:12:45,0.193s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Place on market""))",Chrome 108.0.0.0,,,2023-01-03 10:12:45,2023-01-03 10:12:45,0.277s,PASSED
"click(findTestObject(""1.MKP/Sell/button_Close_Popup""))",Chrome 108.0.0.0,,,2023-01-03 10:12:45,2023-01-03 10:12:45,0.269s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2023-01-03 10:12:45,2023-01-03 10:12:46,0.888s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-01-03 10:12:46,2023-01-03 10:12:46,0.000s,PASSED
,,,,,,,
Test Cases/1.MKP/Sell/Timed Auction/Sell_Timed Auction_Cancel_Set Full,Chrome 108.0.0.0,,,2023-01-03 10:12:46,2023-01-03 10:13:02,16.264s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-01-03 10:12:46,2023-01-03 10:12:46,0.001s,PASSED
"callTestCase(findTestCase(""1.MKP/BeforeTest/OpenChromeProfiles""), [:], STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2023-01-03 10:12:47,2023-01-03 10:12:49,2.607s,PASSED
navigateToUrl(MKP_url),Chrome 108.0.0.0,,,2023-01-03 10:12:49,2023-01-03 10:12:50,1.020s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""), 5)",Chrome 108.0.0.0,,,2023-01-03 10:12:50,2023-01-03 10:12:51,0.769s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/img_header_profile_avatar""))",Chrome 108.0.0.0,,,2023-01-03 10:12:51,2023-01-03 10:12:52,1.209s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_My Profile""))",Chrome 108.0.0.0,,,2023-01-03 10:12:52,2023-01-03 10:12:53,0.278s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Owned""))",Chrome 108.0.0.0,,,2023-01-03 10:12:53,2023-01-03 10:12:53,0.725s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Sell""))",Chrome 108.0.0.0,,,2023-01-03 10:12:53,2023-01-03 10:12:54,0.510s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Timed Auction""))",Chrome 108.0.0.0,,,2023-01-03 10:12:54,2023-01-03 10:12:55,0.739s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Method""))",Chrome 108.0.0.0,,,2023-01-03 10:12:55,2023-01-03 10:12:55,0.258s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Sell to the highest bidder""))",Chrome 108.0.0.0,,,2023-01-03 10:12:55,2023-01-03 10:12:55,0.270s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_timed-auction-duration""))",Chrome 108.0.0.0,,,2023-01-03 10:12:55,2023-01-03 10:12:55,0.365s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_dateRange""))",Chrome 108.0.0.0,,,2023-01-03 10:12:55,2023-01-03 10:12:56,0.298s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Date Range_24 hours""))",Chrome 108.0.0.0,,,2023-01-03 10:12:56,2023-01-03 10:12:56,0.286s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_Confirm_Duration""))",Chrome 108.0.0.0,,,2023-01-03 10:12:56,2023-01-03 10:12:56,0.282s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_minimum-bid-increment""))",Chrome 108.0.0.0,,,2023-01-03 10:12:56,2023-01-03 10:12:57,0.283s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Bid Increment_5""))",Chrome 108.0.0.0,,,2023-01-03 10:12:57,2023-01-03 10:12:57,0.271s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_start-price-token""))",Chrome 108.0.0.0,,,2023-01-03 10:12:57,2023-01-03 10:12:57,0.247s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/div_Token_0""))",Chrome 108.0.0.0,,,2023-01-03 10:12:57,2023-01-03 10:12:57,0.280s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_price-amount""), priceToSell)",Chrome 108.0.0.0,,,2023-01-03 10:12:57,2023-01-03 10:12:58,0.452s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Include Buy Now option""))",Chrome 108.0.0.0,,,2023-01-03 10:12:58,2023-01-03 10:12:58,0.307s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/button_buy-now-token""))",Chrome 108.0.0.0,,,2023-01-03 10:12:58,2023-01-03 10:12:58,0.260s,PASSED
"setText(findTestObject(""Object Repository/1.MKP/Sell/input_buy-now-amount""), priceToBuyNow)",Chrome 108.0.0.0,,,2023-01-03 10:12:58,2023-01-03 10:12:59,0.479s,PASSED
"click(findTestObject(""Object Repository/1.MKP/Sell/span_Private_Listing""))",Chrome 108.0.0.0,,,2023-01-03 10:12:59,2023-01-03 10:12:59,0.288s,PASSED
